"User Name","Avatar","Country","Room Info","Stay Date","Traveller Type","Review Title","Rating","Happy Review","Unhappy Review","Review Date","Scraped At"
"Teresa","https://cf.bstatic.com/static/img/review/avatars/ava-t/7eb52a437de4a380f7666d4a62da6e64294cd321.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Group

","
Bristol airport hotel
"," 8.0 ","Close to terminal, great rooms, modern, bright, nice staff, comfortable beds, nice toiletries....fresh clean linen. Good to have breakfast and a restaurant available.","Buffer breakfast could be improved, breads with cold meats would be better, one coffee machine and hot water not working.","
Reviewed: 26 June 2022
","2024-05-01T12:04:16.834Z"
"Lynne","https://cf.bstatic.com/static/img/review/avatars/ava-l/c9a51000ce90cbf81dcc81b847f9bccc3330d3a4.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Great location and nicely furnished.
"," 9.0 ","Great to have the hotel just a short walk from the airport, when we didn't land until 1:30 in the morning!","","
Reviewed: 25 June 2022
","2024-05-01T12:04:16.834Z"
"Shirley","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Good.
"," 8.0 ","Made our flight out to Majorca so much easier after a good nights sleep and breakfast readily available to help ourselves. Room clean and comfortable..","","
Reviewed: 24 June 2022
","2024-05-01T12:04:27.731Z"
"Gareth","https://cf.bstatic.com/static/img/review/avatars/ava-g/d2bf46fbe4c12e06481303d85f49f125e18fbd39.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

June 2022


","




Family

","
great location but price is going up significantly every year. service is really poor but the location is unbeatable for
"," 7.0 ","location","service","
Reviewed: 24 June 2022
","2024-05-01T12:04:27.731Z"
"Irene","https://cf.bstatic.com/static/img/review/avatars/ava-i/12a07b30d7fe835ea09b653635e151032bbf547a.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

May 2022


","




Group

","
Superb
"," 9.0 ","Comfortable hotel Ideal location for the airport.","","
Reviewed: 24 June 2022
","2024-05-01T12:04:27.731Z"
"Iain","https://cf.bstatic.com/static/img/review/avatars/ava-i/12a07b30d7fe835ea09b653635e151032bbf547a.png","
                                    
                                Cyprus","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Great for travelers - but expensive
"," 8.0 ","excellent facilities, good breakfast, great location","Aircon not working in room","
Reviewed: 24 June 2022
","2024-05-01T12:04:27.731Z"
"Jackie","https://lh6.googleusercontent.com/-Fs_flFZA7wo/AAAAAAAAAAI/AAAAAAAAAn8/YTHHTEsAgpU/s96-c/photo.jpg","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
ideal pre holiday flights
"," 9.0 ","ideal airport hotel. functional and clean with friendly staff.","nothing","
Reviewed: 23 June 2022
","2024-05-01T12:04:27.731Z"
"Rafael","https://cf.bstatic.com/static/img/review/avatars/ava-r/29d5c93ac6953138bfc6f214a4c5a0f8b712b57b.png","
                                    
                                Portugal","






Queen Room with Sofa Bed


","




1 night · 

June 2022


","




Group

","
Good
"," 7.0 ","Check-in was quick and easy, close to the airport, room was comfortable, breakfast was great, good ambiance.","AC didn't work and after a call it still wasn't fixed","
Reviewed: 22 June 2022
","2024-05-01T12:04:27.731Z"
"Ian","https://lh3.googleusercontent.com/a-/AOh14Gh-4PxOZqhIJxKg92mm-B6Os5iIOuHiAcwbKc62QQ=s96-c","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

June 2022


","




Couple

","
A good place for a short stay.
"," 9.0 ","Good location for an incoming flight at midnight.","","
Reviewed: 21 June 2022
","2024-05-01T12:04:27.731Z"
"Peter","https://cf.bstatic.com/static/img/review/avatars/ava-p/866dca38dcc31cb6fa2e9b4c475bd32e681b0080.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Good location to catch early flight
"," 7.0 ","Convenient to airport and parking","","
Reviewed: 21 June 2022
","2024-05-01T12:04:27.731Z"
"Clare","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

May 2022


","




Couple

","
Very good
"," 8.0 ","location was excellent","","
Reviewed: 21 June 2022
","2024-05-01T12:04:27.731Z"
"Peter","https://lh3.googleusercontent.com/a/AEdFTp4smWkKlhpmnCl1H4m4W8oWcWfFnW1l9KhUAB_U=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Pleasant stay, would do it again.
"," 8.0 ","Access to airport. 3am wake up call.Quick check out","Nothing it was all okay","
Reviewed: 21 June 2022
","2024-05-01T12:04:27.731Z"
"Colin","https://lh4.googleusercontent.com/-gAh1-nvguUA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmJJH7O90yIgaqxBePhYnZIeoTRJw/s96-c/photo.jpg","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

May 2022


","




Couple

","
Good
"," 7.0 ","Location","Thought the restaurant menu was very poor","
Reviewed: 20 June 2022
","2024-05-01T12:04:38.754Z"
"Brenda","https://cf.bstatic.com/static/img/review/avatars/ava-b/8103dfb0481c4cedc201d849f5666a270512f538.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
As above Hampton just short walk to airport
"," 8.0 ","No breakfast had to beat airport by 4am","No complaints all as expected","
Reviewed: 20 June 2022
","2024-05-01T12:04:38.754Z"
"Natalia","https://lh3.googleusercontent.com/a-/AOh14Gh9wFMjLEbFVLwR6EaQvhnCzZO7dhEDhpmPJICmdg=s96-c","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

May 2022


","




Group

","
Superb
"," 9.0 ","was very short walking distance to the airport. Was quiet so could have a good night rest before the early morning flight.","","
Reviewed: 20 June 2022
","2024-05-01T12:04:38.754Z"
"Kate","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
We enjoyed our stay and being able to check our luggage in with Jet2 the night before made things so much less stressful
"," 8.0 ","proximity to the airport.","Takeaway breakfast was very poor. Two cartons of juice, an apple and a packet of biscuits!","
Reviewed: 20 June 2022
","2024-05-01T12:04:38.754Z"
"Daniel","https://cf.bstatic.com/static/img/review/avatars/ava-d/bebbb1d5ff29328157080e4e2e5d15a29c5aa34a.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

May 2022


","




Family

","
Very good
"," 8.0 ","","Room service","
Reviewed: 19 June 2022
","2024-05-01T12:04:38.754Z"
"Elizabeth","https://cf.bstatic.com/static/img/review/avatars/ava-e/8d80ab6bf73fa873e990c76bfc96a1bf23708307.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

June 2022


","




Couple

","
Very good
"," 8.0 ","welcoming","poor external signage from the Airport.  Poor lighting to the hotel once one had left the immediate Airport area, as a woman I would have been very wary if I had been on my own. Some breakfast foods not available.","
Reviewed: 19 June 2022
","2024-05-01T12:04:38.754Z"
"Colin","https://lh3.googleusercontent.com/a-/AOh14GgogTFAsgI9zQlDSqtejN8EdJ_HP3509t_y6A1dnA=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Group

","
Superb
"," 9.0 ","Conveniently located on the airport. Room comfortable.","","
Reviewed: 18 June 2022
","2024-05-01T12:04:38.754Z"
"Fee","https://cf.bstatic.com/static/img/review/avatars/ava-f/8ecb6dbf787bac20deb3945d9c8a8b1c94cc5e64.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2022


","




Couple

","
Stay was very comfortable.
"," 8.0 ","The location was excellent  and so surprised we couldn’t hear any noise from airplanes.  Excellent breakfast. Your front of house male on the checking in desk was very pleasant and helpful.","We did go to get some drinks and a female serving was a little bit brusk and not extremely helpful, plus I couldn’t get a coffee as she said the machine was broken.  She seemed a little bit impatient.","
Reviewed: 17 June 2022
","2024-05-01T12:04:38.754Z"
"Isabelle","https://lh3.googleusercontent.com/a/AATXAJzFpP778erl9Ryr49aDtRyFQ5MHbJF0IKRtrvCh=s96-c","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

May 2022


","




Solo traveller

","
Very good
"," 8.0 ","Walking distance to airport","Breakfast was not cooked properly","
Reviewed: 16 June 2022
","2024-05-01T12:04:38.754Z"
"Laraine","https://cf.bstatic.com/static/img/review/avatars/ava-l/c9a51000ce90cbf81dcc81b847f9bccc3330d3a4.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

May 2022


","




Family

","
great for airport travel.
"," 7.0 ","at the airport so great for tired travelers.","breakfast was very basic.","
Reviewed: 15 June 2022
","2024-05-01T12:04:38.754Z"
"Collette","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                Italy","






Twin Room


","




1 night · 

June 2022


","




Family

","
comfortable and great location
"," 9.0 ","easy access to airport for early morning flight","restaurant service could be better","
Reviewed: 14 June 2022
","2024-05-01T12:04:47.699Z"
